slug,address,city,zip,state,neighborhood,lead_type,assessed_value,val_low,val_high,taxes_owed,years_delinquent,source_file,imported_at
350-e-broad-st-columbus-oh,350 E Broad St,Columbus,43215,OH,Downtown Columbus,tax_delinquent,,14000.0,19000.0,44683.0,,skip_traced_jan27_batch.csv,2026-02-16
164-guilford-av-columbus-oh,164 Guilford Av,Columbus,43222,OH,Hilltop,tax_delinquent,,7000.0,9000.0,23092.0,,skip_traced_jan27_batch.csv,2026-02-16
435-w-state-st-columbus-oh,435 W State St,Columbus,43215,OH,Downtown Columbus,tax_delinquent,,409000.0,554000.0,117516.0,,skip_traced_jan27_batch.csv,2026-02-16
1027-fourteenth-av-columbus-oh,1027 Fourteenth Av,Columbus,43211,OH,Linden,tax_delinquent,,122000.0,166000.0,22873.0,,skip_traced_jan27_batch.csv,2026-02-16
2840-2842-w-broad-st-columbus-oh,2840 2842 W Broad St,Columbus,43204,OH,Franklinton,tax_delinquent,,53000.0,71000.0,150998.0,,skip_traced_jan27_batch.csv,2026-02-16
841-843-ann-st-columbus-oh,841 843 Ann St,Columbus,43206,OH,German Village Area,tax_delinquent,,133000.0,181000.0,23455.0,,skip_traced_jan27_batch.csv,2026-02-16
13-w-state-st-columbus-oh,13 W State St,Columbus,43215,OH,Downtown Columbus,tax_delinquent,,71000.0,96000.0,13464.0,,skip_traced_jan27_batch.csv,2026-02-16
52-e-lynn-st-columbus-oh,52 E Lynn St,Columbus,43215,OH,Downtown Columbus,tax_delinquent,,138000.0,187000.0,22000.0,,skip_traced_jan27_batch.csv,2026-02-16
1262-manchester-av-columbus-oh,1262 Manchester Av,Columbus,43211,OH,Linden,tax_delinquent,,67000.0,91000.0,17747.0,,skip_traced_jan27_batch.csv,2026-02-16
97-99-stevens-av-columbus-oh,97 99 Stevens Av,Columbus,43222,OH,Hilltop,tax_delinquent,,15000.0,20000.0,26440.0,,skip_traced_jan27_batch.csv,2026-02-16
32-n-fourth-st-columbus-oh,32 N Fourth St,Columbus,43215,OH,Downtown Columbus,tax_delinquent,,1122000.0,1518000.0,222280.0,,skip_traced_jan27_batch.csv,2026-02-16
2003-minnesota-av-columbus-oh,2003 Minnesota Av,Columbus,43211,OH,Linden,tax_delinquent,,17000.0,24000.0,13311.0,,skip_traced_jan27_batch.csv,2026-02-16
2219-2221-parkwood-av-columbus-oh,2219 2221 Parkwood Av,Columbus,43211,OH,Linden,tax_delinquent,,136000.0,185000.0,26194.0,,skip_traced_jan27_batch.csv,2026-02-16
2673-n-audubon-rd-columbus-oh,2673 N Audubon Rd,Columbus,43211,OH,Linden,tax_delinquent,,77000.0,104000.0,17628.0,,skip_traced_jan27_batch.csv,2026-02-16
2833-osceola-av-columbus-oh,2833 Osceola Av,Columbus,43211,OH,Linden,tax_delinquent,,93000.0,126000.0,21058.0,,skip_traced_jan27_batch.csv,2026-02-16
2516-hiawatha-st-columbus-oh,2516 Hiawatha St,Columbus,43211,OH,Linden,tax_delinquent,,74000.0,101000.0,13468.0,,skip_traced_jan27_batch.csv,2026-02-16
2156-n-gerbert-rd-columbus-oh,2156 N Gerbert Rd,Columbus,43211,OH,Linden,tax_delinquent,,62000.0,84000.0,15540.0,,skip_traced_jan27_batch.csv,2026-02-16
378-380-napoleon-av-columbus-oh,378 380 Napoleon Av,Columbus,43213,OH,East Columbus,tax_delinquent,,28000.0,38000.0,42803.0,,skip_traced_jan27_batch.csv,2026-02-16
3614-walmar-dr-columbus-oh,3614 Walmar Dr,Columbus,43224,OH,Northeast Columbus,tax_delinquent,,31000.0,42000.0,45580.0,,skip_traced_jan27_batch.csv,2026-02-16
140-s-hampton-rd-columbus-oh,140 S Hampton Rd,Columbus,43213,OH,East Columbus,tax_delinquent,,26000.0,35000.0,25321.0,,skip_traced_jan27_batch.csv,2026-02-16
4495-grimsby-rd-columbus-oh,4495 Grimsby Rd,Columbus,43227,OH,Whitehall,tax_delinquent,,128000.0,173000.0,34218.0,,skip_traced_jan27_batch.csv,2026-02-16
1395-morse-rd-columbus-oh,1395 Morse Rd,Columbus,43229,OH,Northland East,tax_delinquent,,82000.0,111000.0,30457.0,,skip_traced_jan27_batch.csv,2026-02-16
1524-joyce-av-columbus-oh,1524 Joyce Av,Columbus,43219,OH,Northland,tax_delinquent,,92000.0,125000.0,33814.0,,skip_traced_jan27_batch.csv,2026-02-16
1161-koebel-rd-columbus-oh,1161 Koebel Rd,Columbus,43207,OH,South Columbus,tax_delinquent,,49000.0,67000.0,59005.0,,skip_traced_jan27_batch.csv,2026-02-16
3464-petzinger-rd-columbus-oh,3464 Petzinger Rd,Columbus,43232,OH,Reynoldsburg,tax_delinquent,,77000.0,105000.0,29860.0,,skip_traced_jan27_batch.csv,2026-02-16
991-whitethorne-av-columbus-oh,991 Whitethorne Av,Columbus,43223,OH,Southwest Columbus,tax_delinquent,,58000.0,79000.0,16112.0,,skip_traced_jan27_batch.csv,2026-02-16
0-roche-rd-columbus-oh,0 Roche Rd,Columbus,43229,OH,Northland East,tax_delinquent,,14000.0,20000.0,17719.0,,skip_traced_jan27_batch.csv,2026-02-16
2740-s-hamilton-rd-columbus-oh,2740 S Hamilton Rd,Columbus,43232,OH,Reynoldsburg,tax_delinquent,,32000.0,43000.0,16536.0,,skip_traced_jan27_batch.csv,2026-02-16
1759-rebecca-st-columbus-oh,1759 Rebecca St,Columbus,43219,OH,Northland,tax_delinquent,,119000.0,161000.0,28673.0,,skip_traced_jan27_batch.csv,2026-02-16
0-dresden-st-columbus-oh,0 Dresden St,Columbus,43224,OH,Northeast Columbus,tax_delinquent,,35000.0,47000.0,416890.0,,skip_traced_jan27_batch.csv,2026-02-16
978-n-high-b-st-columbus-oh,978 N High B St,Columbus,43201,OH,Short North,tax_delinquent,,77000.0,105000.0,13046.0,,skip_traced_jan27_batch.csv,2026-02-16
1721-northland-park-av-columbus-oh,1721 Northland Park Av,Columbus,43224,OH,Northeast Columbus,tax_delinquent,,600000.0,812000.0,135448.0,,skip_traced_jan27_batch.csv,2026-02-16
525-sawyer-pl-columbus-oh,525 Sawyer Pl,Columbus,43203,OH,Near East Side,tax_delinquent,,4061000.0,5494000.0,743744.0,,skip_traced_jan27_batch.csv,2026-02-16
50-w-broad-st-columbus-oh,50 W Broad St,Columbus,43215,OH,Downtown Columbus,tax_delinquent,,33000.0,45000.0,17229.0,,skip_traced_jan27_batch.csv,2026-02-16
