owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
COLUMBUS RENTAL REAL ESTATE LLC,11,1245200.0,4694 CEMETERY 0RD PMB 398,4694 CEMETERY RD #398,llc,True,True,False,False,large,True,"['42 N BURGESS AV', '2530 MCGUFFEY RD', '2524 MCGUFFEY RD', '2482 MCGUFFEY RD', '2519 RENWOOD PL']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
QUALITY OHIO PROPERTIES LLC,11,1833200.0,4124 GEORGESVILLE WRIGHTSVILLE RD,4124 GEORGESVILLE WRIGHTSVL RD,llc,True,True,False,False,large,True,"['1159 ELMORE AV', '2176 DAWNLIGHT AV', '2443 LISBON DR', '2477 LIPTON RD', '5206 HACKET DR']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
GARCIA BUILDERS CONSTRUCTION LLC,11,1211900.0,3523 BROOKSIDE BLVD,3523 BROOKSIDE BLVD,llc,True,False,False,False,large,True,"['572 S HAGUE AV', '2020 MOUND ST', '0 JOSEPHINE AV', '3505 BROOKSIDE BL', '3523 BROOKSIDE BL']",0.9090909090909091,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
SEDRA PROPERTIES LTD,11,2240100.0,3981 SULLIVANT AVE,PO BOX 14240,partnership,True,True,False,False,large,True,"['2301 2355 S HAMILTON RD', '1014 GALLITON CT', '1014 GALLITON CT', '1075 N MERRIMAR CR', '1100 N MERRIMAR CR']",0.8181818181818182,73,tier_2,"Partnership (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
METALLIC HOMES LLC,11,1349500.0,PO BOX 1264,PO BOX 1264,llc,True,True,True,False,large,True,"['1414 E BLAKE AV', '2757 MCGUFFEY RD', '1315 MELROSE AV', '2246 MOUND ST', '251 N BRINKER AV']",0.09090909090909091,68,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
KE-ABB PROPERTIES LLC,11,1441900.0,P O BOX 248215,PO BOX 248215,llc,True,True,False,False,large,True,"['237 N BURGESS AV', '911 913 OAKWOOD AV', '1244 LORETTA AV', '1260 GEERS AV', '2211 BARRY DR']",0.09090909090909091,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MAGIC RESTORATION LLC,11,1104500.0,367 BINNS BOULEVARD,PO BOX 9202,llc,True,False,False,False,large,True,"['228 N HALDY AV', '76 N WAYNE AV', '63 N WAYNE AV', '809 WILTSHIRE RD', '1933 W MOUND ST']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
VSP BIRMINGHAM LLC,11,2026700.0,3495 PIEDMONT RD BLDG 11 STE 300,PO BOX 4900,llc,True,False,False,True,large,True,"['969 E MOUND ST', '766 HARRIS AV', '211 WEYANT AV', '949 S HAMPTON RD', '4479 LIVINGSTON AV']",1.0,71,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
CAPITOL SQUARE LTD,11,1929600.0,34 S THIRD ST,34 S 3RD ST,partnership,True,False,False,False,large,True,"['31 33 S FOURTH ST', '53 S FOURTH ST', '0 S FOURTH ST', '0 S THIRD ST', '0 S THIRD ST']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
HARBOUR PROPERTIES LLC,11,1120800.0,5999 HARBOUR TOWN CIR,5999 HARBOUR TOWN CIR,llc,True,True,False,False,large,True,"['2210 DARTMOUTH AV', '1741 E MOUND ST', '1492 ABERDEEN AV', '1303 E WEBER RD', '1453 TWENTIETH AV']",0.36363636363636365,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
SAVOY PROPERTIES LTD,11,1292900.0,454 E MAIN ST STE 230,447 E MAIN ST STE 200,partnership,True,True,False,True,large,True,"['510 E MAIN ST', '519 E CHERRY ST', '510 E MAIN ST', '430 E MOUND ST', '264 266 S WASHINGTON ST']",0.9090909090909091,77,tier_2,"Partnership (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
CENTRAL OHIO COMMUNITY IMPROVEMENT CORP (COCIC),11,170700.0,373 S HIGH ST,845 PARSONS AVENUE,corporation,True,False,False,False,large,True,"['2352 PARKWOOD AV', '2326 MELROSE AV', '2326 MELROSE AV', '2246 PARKWOOD AV', '0 PARKWOOD AV']",1.0,64,tier_2,Corporation (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
G A S SOUTH CAMPUS PROPERTIES LLC,11,7076700.0,2425 N HIGH ST,2425 N HIGH ST,llc,True,True,False,False,large,True,"['112 114 KING AV', '130 W NINTH AV', '404 406 KING AV', '398 400 KING AV', '1538 1542 NEIL AV']",0.0,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
SOJO HOMES LLC,11,2026100.0,8195 WALNUT ST,8195 WALNUT ST,llc,True,True,False,False,large,True,"['665 S TWENTY SECOND ST', '735 REINHARD AV', '340 E MARKISON AV', '393 WOODROW AV', '829 SIEBERT ST']",0.7272727272727273,73,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
BUCKEYE STATE HOMES LLC,11,1489300.0,4983 CONIFER DR,4983 CONIFER DR,llc,True,True,False,False,large,True,"['259 N MIAMI AV', '1195 KELTON AV', '2525 AVALON PL', '1324 AUGMONT AV', '0 AUGMONT AV']",0.0,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
GRUPO SANCHEZ LLC,11,493000.0,200 N 20TH ST.,200 N 20TH ST,llc,True,False,False,False,large,True,"['1062 EIGHTEENTH ST', '675 HARMON AV', '219 HINKLE AV', '0 N GRAHAM ST', '794 RENICK ST']",0.7272727272727273,63,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned,Probable Investor - Strong prospect
GRAY GABLES REALTY LLC,11,5632000.0,2555 BRICE RD,255 BRICE RD,llc,True,True,False,False,large,True,"['986 018 MORSE RD', '2060 KENTON AV', '0 KENTON AV', '2037 PAYNE AV', '2071 PAYNE AV']",0.8181818181818182,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MICHAEL L JONES LTD,11,2005200.0,"175 S THIRD ST, STE 100",175 S 3RD ST STE 100,partnership,True,False,False,True,large,True,"['2112 DRESDEN ST', '1231 SEYMOUR AV', '1071 CASSINGHAM RD', '2361 2367 BERWICK BL', '1716 LANCASHIRE RD']",1.0,67,tier_2,Partnership (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
WILLOWS AT PRESERVE CROSSING LLC,11,286900.0,470 OLDE WORTHINGTON RD,470 OLDE WORTHINGTON RD STE 120,llc,True,False,False,False,large,True,"['3971 SUMMERSTONE DR', '0 WHITESPIRE DR', '0 NORWAY GLEN AV', '0 REDROYAL AV', '0 ALDER GLEN DR']",0.9090909090909091,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
THREE POINT INVESTMENTS LLC,11,1312700.0,PO BOX 925,901 CORPORATE CENTER DR,llc,True,True,True,False,large,True,"['1383 REPUBLIC AV', '1294 E HUDSON ST', '2194 N JEFFERSON AV', '2246 N ONTARIO ST', '1049 E EIGHTEENTH AV']",0.6363636363636364,79,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
LINDEMANN LP,11,2902700.0,4577 HIGHTOP DR,329 E BROAD ST,partnership,True,False,False,False,large,True,"['0 N SIXTH ST', '185 E STATE ST', '0 N SIXTH ST', '110 N FOURTH ST', '209 217 ARCADIA AV']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
INLAND PRODUCTS INC,11,4532300.0,P O BOX 2228,PO BOX 2228,corporation,True,False,False,False,large,True,"['2160 2218 ALUM CREEK DR', '0 ALUM CREEK DR', '0 S I 71', '0 S I 71', '599 FRANK RD']",0.7272727272727273,60,tier_2,Corporation (likely investor); Large portfolio (11 properties); 50%+ properties are absentee-owned,Probable Investor - Strong prospect
TRUE NORTH RENTALS LLC,11,5526100.0,1066 N HIGH ST,1066 N HIGH ST,llc,True,True,False,False,large,True,"['171 THIRTEENTH AV', '868 EBNER ST', '629 DENNISON AV', '77 E LINCOLN ST', '694 KERR ST']",0.2727272727272727,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
AT HOLDINGS LLC,11,1379000.0,11861 JUNLETTE ST,PO BOX 9202,llc,True,True,False,False,large,True,"['2037 2039 W BROAD ST', '409 RYAN AV', '1911 DENUNE AV', '2548 HIAWATHA ST', '1128 TWENTY FOURTH AV']",0.9090909090909091,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
REAFFIRM LLC,11,1512700.0,7 CHESTNUT ST E,44 SPRING HOLLOW RD,llc,True,False,False,False,large,True,"['2172 HEDGEROW RD', '2172 HEDGEROW RD', '2176 HEDGEROW RD', '2160 HEDGEROW RD', '2160 HEDGEROW RD']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
330 IRA HOLDINGS LLC,11,1430000.0,4537 HIRTH HILL RD E,4537 HIRTH HILL RD E,llc,True,True,False,False,large,True,"['1164 ARKWOOD AV', '1178 ARKWOOD AV', '1186 ARKWOOD AV', '1192 ARKWOOD AV', '1198 ARKWOOD AV']",0.0,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
HEALTHY RENTAL HOMES II LLC,11,1489100.0,PO BOX 77499,PO BOX 77499,llc,True,True,True,False,large,True,"['638 640 HANFORD ST', '833 E WHITTIER ST', '984 GILBERT ST', '1076 LOCKBOURNE RD', '708 E KOSSUTH ST']",0.0,68,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
OLYMPUS BORROWER LLC,11,2704100.0,PO BOX 4090,1134 W HUBBARD ST FL3,llc,True,False,True,False,large,True,"['5655 DASHSHUND CT', '3057 CUMBERLAND WOODS DR', '2456 ASHPOINT ST', '6137 PRAIRIE FIRE AV', '358 CONSTANCE ST']",1.0,73,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; PO Box address,Probable Investor - Strong prospect
C & L INVESTMENT PROPERTIES LLC,11,1229600.0,605 BOXFORD LN,605 BOXFORD LN,llc,True,True,False,False,large,True,"['1254 E TWENTIETH AV', '1254 1256 E TWENTIETH AV', '1036 MILLER AV', '1905 MINNESOTA AV', '0 MINNESOTA AV']",0.7272727272727273,73,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
EMRO MARKETING CO,11,6925800.0,539 S MAIN ST,16220 N SCOTTSDALE RD STE 650,corporation,True,False,False,False,large,True,"['3860 S HIGH ST', '635 E WEBER RD', '6175 E LIVINGSTON AV', '4830 HAMILTON RD', '2240 E LIVINGSTON AV']",1.0,64,tier_2,Corporation (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
RJL REALTY LLC,11,719900.0,1687 LEONARD AVE,1687 OLD LEONARD AVE,llc,True,True,False,False,large,True,"['1717 OLD LEONARD AV', '1717 OLD LEONARD AV', '0 LEONARD AV', '1703 OLD LEONARD AV', '778 PARKWOOD AV']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
NORTHWOOD PARK RENTALS LLC,11,3983200.0,1066 N HIGH ST,1066 N HIGH ST,llc,True,True,False,False,large,True,"['106 108 W TOMPKINS ST', '77 - 81 W THIRD AV', '393 W EIGHTH AV', '318 326 E NINETEENTH AV', '75 E OAKLAND AV']",0.18181818181818182,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
WATERFORD PARK HOMEOWNERS ASSOC INC,11,90200.0,9054 COTTER ST,5550 BLAZER PKWY STE 175,corporation,True,False,False,False,large,True,"['0 RESERVE I', '0 CENPAC AV REAR', '0 CHETTI DR', '0 GRANITE POINTE DR', '0 MYRON ST']",1.0,64,tier_2,Corporation (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
HOMELAND HOMES LLC,11,1967900.0,6509 CHEYENNE CREEK DR,PO BOX 9202,llc,True,True,False,False,large,True,"['1334 HILDRETH AV', '82 N OGDEN AV', '773 775 STANLEY ST', '0 COLE ST', '1543 1545 GRANVILLE ST']",0.5454545454545454,73,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MARIANNVILLE LLC,11,2674300.0,104 REGATTA DR,6262 WINDING LAKE DR,llc,True,False,False,False,large,True,"['0 THOMAS AV', '1493 THOMAS AV', '0 CENTRAL AV', '0 THOMAS AV', '0 THOMAS AV']",0.6363636363636364,63,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned,Probable Investor - Strong prospect
JMK FAMILY LTD PARTNERSHIP II,11,4675000.0,6099 FRANTZ RD,470 OLDE WORTHINGTON RD  STE 100,partnership,True,False,False,False,large,True,"['6155 HUNTLEY RD', '6155 HUNTLEY RD', '6155 HUNTLEY RD', '6155 HUNTLEY RD', '6155 HUNTLEY RD']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
NORTHWEST PERPETUAL PROVISION LLC,11,1186500.0,195 STONEFENCE LN,5177 ASHFORD RD,llc,True,False,False,False,large,True,"['1565 SLADE AV', '1563 SLADE AV', '1561 SLADE AV', '1559 SLADE AV', '1557 SLADE AV']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
INTEGRITY REAL ESTATE HOLDINGS LLC,11,1968400.0,6195 DEESIDE DR,2860 FISHER RD,llc,True,True,False,False,large,True,"['2293 N FOURTH ST', '434 S POWELL AV', '434 S POWELL AV', '1993 BEAUMONT RD', '987 BINNS BL']",0.8181818181818182,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
LOWES HOME CENTERS LLC,11,10357600.0,PO BOX 1111,1000 LOWES BLVD,llc,True,False,True,False,large,True,"['3616 E BROAD ST', '0 N WEYANT AV', '0 N WEYANT AV', '0 N WEYANT AV', '3616 E BROAD ST']",1.0,73,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; PO Box address,Probable Investor - Strong prospect
ORCHARD CAPITAL LLC,11,1581300.0,13425 ST RT 38,13425 STATE ROUTE 38,llc,True,True,False,False,large,True,"['925 MILLER AV', '1394 1396 OHIO AV', '1388 OHIO AV', '1391 MANCHESTER AV', '774 776 S TWENTY SECOND ST']",0.8181818181818182,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
Z&DMAR INVESTMENTS LLC,11,2314800.0,7995 BLUEFIELD ST NW,7995 BLUEFIELD ST NW,llc,True,True,False,False,large,True,"['402 404 GATES ST', '1589 KENVIEW RD', '2879 IVANHOE DR', '2883 LANDON DR', '4900 CARBONDALE DR']",0.0,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
SSF II VICTORIA PLACE LLC,11,1828000.0,80 EAST RICH STREET STE 120,80 E RICH ST APT 120,llc,True,False,False,True,large,True,"['1963 1981 QUEENSGATE LN', '2001 QUEENSGATE LN', '2003 QUEENSGATE LN', '2005 QUEENSGATE LN', '2007 QUEENSGATE LN']",1.0,71,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
LP168 PROPERTY LLC,11,1216700.0,3188 BELLRIVE DR,3188 BELLERIVE DR,llc,True,True,False,False,large,True,"['670 RHOADS AV', '735 737 SEYMOUR AV', '1435 MT VERNON AV', '1479 1481 MT VERNON AV', '514 N OHIO AV']",0.45454545454545453,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
EPIC REALTY OF OHIO I LLC,11,4536600.0,1948 N HIGH ST,1816 N HIGH STREET,llc,True,True,False,False,large,True,"['1948 N HIGH ST', '2183 N HIGH ST', '2183 N HIGH ST', '1956 N HIGH ST', '1978 1980 N HIGH ST']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
FAMOUS REALTY OF CLEVELAND INC,11,686500.0,109 N UNION ST,2620 RIDGEWOOD RD,corporation,True,True,False,False,large,True,"['0 CLEVELAND AV', '0 CLEVELAND AV', '0 CLEVELAND AV', '0 CLEVELAND AV', '1356 CLEVELAND AV']",1.0,74,tier_2,"Corporation (likely investor); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
NAPHTALI INVESTMENT LLC,11,1808300.0,11395 FOREST LANE AVE,901 CORPORATE CENTER DR,llc,True,True,False,False,large,True,"['1438 OHIO AV', '1443 OAKWOOD AV', '1863 1865 S BRUCK ST', '1506 LINWOOD AV', '2850 FERN AV']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
UPGRADE EQUITY TECH SOUTH LLC,11,2932700.0,393 BROOKSIDE DR,PO BOX 60607,llc,True,False,False,False,large,True,"['681 E JENKINS AV', '1515 - 1525 GILBERT ST', '711 SOUTHWOOD AV', '0 NINETEENTH ST', '0 JENKINS AV']",0.9090909090909091,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
SIMS CITY PROPERTIES LLC,11,910600.0,PO BOX 26256,901 CORPORATE CENTER DR,llc,True,True,True,False,large,True,"['1666 E PENWORTH DR', '2357 S WOODBROOK D CR', '1266 W WOODBROOK CR', '1268 W WOODBROOK CR', '1279 WOODBROOK J LN']",0.45454545454545453,68,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
AAMF3 LLC,11,731400.0,1550 CLEVELAND AVE,4900 REED RD STE 209,llc,True,False,False,False,large,True,"['1550 CLEVELAND AV', '0 KESSLER ST', '1953 SULLIVANT AV', '886 SUNBURY RD', '0 BASSETT AV']",0.8181818181818182,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
OAKLAND PARK REALTY INVESTMENTS LLC,11,3630000.0,433 SHARON AVE,4333 SHARON AVE,llc,True,True,False,False,large,True,"['0 E N BROADWAY', '609 OAKLAND PARK AV', '634 E NORTH BROADWAY', '645 OAKLAND PARK AV', '4608 INDIANOLA AV']",0.18181818181818182,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
LALLA ENTERPRISES LLC,11,1414600.0,1933 E DUBLIN GRANVILLE RD  PMB 299,1933 E DUBLIN GRANVILLE RD # 299,llc,True,False,False,False,large,True,"['2153 LEONARD AV', '720 SUNBURY RD', '2524 LEXINGTON AV', '1837 CLEVELAND AV', '1831 1833 CLEVELAND AV']",0.9090909090909091,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
ROCKY FORK CAPITAL GROUP LLC,11,707700.0,3931 N WAGGONER RD,8805 GOVERNORS HILL DR,llc,True,True,False,False,large,True,"['3178 CHATEAU MORSE CT', '3182 CHATEAU MORSE CT', '3186 CHATEAU MORSE CT', '3194 CHATEAU MORSE CT', '3197 CHATEAU MORSE CT']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
WHITEROCK CAPITAL LLC,11,1498900.0,808 S HAGUE AVE,PO BOX 12304,llc,True,True,False,False,large,True,"['808 S HAGUE AV', '821 CHESTERSHIRE RD', '758 DEMOREST RD', '544 CEDARWOOD RD', '756 STAMBAUGH AV']",0.2727272727272727,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
940 N 20TH STREET LLC,11,395800.0,PO BOX 2277,400 S 5TH ST STE 102,llc,True,False,True,False,large,True,"['0 TWENTY FIRST AV', '0 TWENTY FIRST ST', '0 TWENTY FIRST ST', '0 TWENTY FIRST ST', '907 TWENTY FIRST ST']",1.0,73,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; PO Box address,Probable Investor - Strong prospect
WWTD PROPERTIES LLC,11,1138500.0,2163 SOUTH PARK AVE,PO BOX 9202,llc,True,True,False,False,large,True,"['269 S WARREN AV', '1557 E FOURTH AV', '122 BELVIDERE AV', '51 S OAKLEY AV', '2818 TENTH AV']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
S & G FAMILY INVESTMENTS LLC,11,4257000.0,1552 DOTEN AVE,5344 INFINITY CT,llc,True,True,False,False,large,True,"['1552 1556 DOTEN AV', '1650 WYANDOTTE RD', '1470 W SEVENTH AV', '1335 IDA AV', '1349 EASTVIEW AV']",0.09090909090909091,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
855 GRANDVIEW LLC,11,8300000.0,190 SOUTH LASALLE STE 1730,2700 PATRIOT BLVD STE 250,llc,True,False,False,True,large,True,"['0 FAIRVIEW AV', '0 RICHWOOD AV', '855 GRANDVIEW AV', '0 RICHWOOD AV', '0 RICHWOOD AV']",1.0,71,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
GRENED PROPERTIES LLC,11,800700.0,5885 BEECHCROFT RD APT 204,5885 BEECHCROFT RD APT 204,llc,True,True,False,False,large,True,"['4117 KARL RD', '4117 KARL RD', '4119 KARL RD', '4145 KARL RD', '4141 KARL RD']",0.9090909090909091,77,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
BAD ASSOCIATES LLC,11,452000.0,3045 EAST FIFTH AVE,3045 E 5TH AVE,llc,True,False,False,False,large,True,"['0 E FIFTH AV', '0 E FOURTH AV', '0 E FIFTH AV', '3020 E FOURTH AV', '3045 E FIFTH AV']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MMA HOMES LLC,11,1086600.0,5660 CABOT COVE DR,1637 GENESSEE AVE,llc,True,True,False,False,large,True,"['1637 GENESSEE AV', '40 42 WISCONSIN AV', '1588 MYRTLE AV', '1358 E HUDSON ST', '1504 TWENTY THIRD AV']",0.7272727272727273,73,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); 50%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
BAVELIS FAMILY LLC,11,4780700.0,52 E 15TH AVE,1816 N HIGH STREET,llc,True,False,False,False,large,True,"['249 255 W NORWICH AV', '104 W LANE AV', '0 OLD COUNTRY LN', '1775 STELZER RD', '1759 DOONE RD']",0.8181818181818182,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LANDIS WINTERSET LLC,11,6573700.0,77 E WILSON BRIDGE #207,PO BOX 9202,llc,True,False,False,False,large,True,"['4670 WINTERSET DR', '4650 WINTERSET DR', '4638 WINTERSET DR', '4626 WINTERSET DR', '4614 WINTERSET DR']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
SFR3-020 LLC,11,1237800.0,228 PARK AVE S TE 73833,6435 SHILOH RD STE A,llc,True,False,False,False,large,True,"['141 S TERRACE AV', '131 N PRINCETON AV', '261 S RICHARDSON AV', '284 S WARREN AV', '305 N JOHNSON ST']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
DD FAMILY INVESTMENTS LLC,11,1200800.0,P O BOX 30867,PO BOX 30867,llc,True,True,False,False,large,True,"['2825 E TWELFTH AV', '3124 E TWELFTH AV', '3130 E THIRTEENTH AV', '3089 E TWELFTH AV', '3068 E THIRTEENTH AV']",0.36363636363636365,62,tier_2,"LLC entity (high investor probability); Large portfolio (11 properties); Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
R E BARRIE LLC,11,1504400.0,699 NORTHBRIDGE LN,5246 REDWOOD RD,llc,True,False,False,False,large,True,"['1742 E N BROADWAY', '3167 HOWEY RD', '2715 HOWEY RD', '3524 GERBERT RD', '3328 MCGUFFEY RD']",0.9090909090909091,67,tier_2,LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
