owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
CYPRESS HOMES LLC,17,1316000.0,850 TWIN RIVERS DR PO BOX 2018,PO BOX 2018,llc,True,True,True,False,large,True,"['382 HIGHLAND AV', '610 E REYNOLDS AV', '299 BREHL AV', '319 WREXHAM AV', '290 BREHL AV']",0.9411764705882353,83,tier_1,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
KP HOMES LLC,17,3142200.0,PO BOX 980,6530 W CAMPUS OVAL STE 150,llc,True,True,True,False,large,True,"['743 REINHARD AV', '836 WEYANT AV', '138 N GOULD RD', '2335 ASHLEY DR REAR', '3476 BEULAH RD']",0.8235294117647058,83,tier_1,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
AMERICAN HOMES 4 RENT PROPERTIES SEVEN LLC,17,4586500.0,23975 PARK SORRENTO SUITE 300,PO BOX 9202,llc,True,True,False,True,large,True,"['1823 AGGIE CT', '3160 GIDEON LN', '2901 GABLEWOOD DR', '4056 SUMMERSTONE DR', '2034 ASPENSPRING DR']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
K C REAL PROPERTY INVESTMENTS LLC,17,2809000.0,PO BOX 30765,10747 MORSE RD,llc,True,True,True,False,large,True,"['3802 ASTOR AV', '3903 BOLTON AV', '1283 CAROLWOOD AV', '1131 LITTLE PLUM LN', '1282 SIMPSON DR']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
PENN INVESTMENTS LLC,16,2015500.0,850 TWIN RIVERS DR PO BOX 2018,PO BOX 2018,llc,True,True,True,False,large,True,"['1055 SULLIVANT AV', '186 DAKOTA AV', '64 S AVONDALE AV', '726 SIEBERT ST', '132 132 1/2 DAKOTA AV']",0.9375,83,tier_1,"LLC entity (high investor probability); Large portfolio (16 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
TWO 91 HOLDINGS LLC,16,254000.0,850 TWIN RIVERS DR PO BOX 2018,PO BOX 2018,llc,True,True,True,False,large,True,"['267 WEST PARK AV', '187 MIDLAND AV', '0 S WARREN AV', '0 NACE AV', '884 THOMAS AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (16 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
COLUMBIA INVESTMENTS LLC,16,1252600.0,850 TWIN RIVERS DR PO BOX 2018,PO BOX 2018,llc,True,True,True,False,large,True,"['762 SULLIVANT AV', '0 S GLENWOOD AV', '793 E SECOND AV', '350 COLUMBIAN AV', '635 E GIBBARD AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (16 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
MARIS HOME RENTALS LLC,15,1344100.0,PO BOX 1024,9294 HIGHBURY CT,llc,True,True,True,False,large,True,"['333 S WARREN AV', '2131 LEONARD AV', '150 N OAKLEY AV', '1391 BRIARWOOD AV', '2358 GRASMERE AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (15 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
APAAI HOLDINGS LLC,15,4004600.0,PO BOX 1032,1123 PARK VIEW DR,llc,True,True,True,False,large,True,"['4535 HARBOR BL', '4566 4568 HARBOR BL', '3480 3484 BEACHWORTH DR', '4580 4584 GLENGATE DR', '3442 3444 BEACHWORTH DR']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (15 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
COLUMBUS CAPITAL PORTFOLIO LLC,15,10835700.0,2431 ATLANTIC AVE STE 1,PO BOX 9222,llc,True,True,False,True,large,True,"['0 MERIDIAN RD', '3117 3131 S ROTUNDA CT', '3112 3118 N ROTUNDA CT', '3102 3108 N ROTUNDA CT', '3111 3117 N ROTUNDA CT']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (15 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
TAP RENTALS LLC,14,1223100.0,PO BOX 349,2969 JOHNSTOWN ALEXANDRIA RD,llc,True,True,True,False,large,True,"['0 SULLIVANT AV', '395 399 WREXHAM AV', '2006 SULLIVANT AV', '376 WREXHAM AV', '2012 SULLIVANT AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (14 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
BALKAN PROPERTIES 1 LLC,14,1247900.0,PO BOX 1520,PO BOX 820,llc,True,True,True,False,large,True,"['299 WREXHAM AV', '322 WAYNE AV', '1405 MANCHESTER AV', '2194 AMHERST AV', '2271 GRASMERE AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (14 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
BUSCH HOLDINGS LLC,14,1986800.0,PO BOX 933,PO BOX 1255,llc,True,True,True,False,large,True,"['1449 N CLEVELAND AV', '1241 1243 S OHIO AV', '1071 1073 S OHIO AV', '362 S TERRACE AV', '76 78 N TERRACE AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (14 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
ONE 94 HOLDINGS LLC,14,207400.0,850 TWIN RIVERS DR PO BOX 2018,PO BOX 2018,llc,True,True,True,False,large,True,"['0 UNION AV', '188 N WAYNE AV', '0 PALMETTO ST', '2391 PALMETTO ST', '0 OGDEN AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (14 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
SGE HOLDINGS LLC,13,2198600.0,6385 SHIER RINGS ROAD STE 4,901 CORPORATE CENTER DR,llc,True,True,False,True,large,True,"['824 CHESTERSHIRE RD', '2542 KREBER AV', '1000 CHESTERSHIRE RD', '1108 ELAINE RD', '1445 N CHESTERTON SQ']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (13 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
BLUE HORIZON PROPERTIES GROUP LLC,13,1849900.0,6500 EMERALD PKWY STE 100,901 CORPORATE CENTER DR,llc,True,True,False,True,large,True,"['153 S PRINCETON AV', '1366 LOCKBOURNE AV', '133 S WHEATLAND AV', '232 S BURGESS AV', '205 S PRINCETON AV']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (13 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
HEALTHY RENTAL HOMES V LLC,13,2407300.0,PO BOX 6063,PO BOX 77499,llc,True,True,True,False,large,True,"['1104 WILSON AV', '870 STUDER AV', '634 E MARKISON AV', '681 S TWENTY SECOND ST', '975 & 977 SIEBERT ST']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (13 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
ADELINE PROPERTY INVESTMENTS LLC,13,2473200.0,PO BOX 2024,ATTN JOHN DEWITT PO BOX 2024,llc,True,True,True,False,large,True,"['1221 NORMAN DR', '5003 KEELSON DR', '5398 MOUNTVILLE AV', '3006 FALCON BRIDGE DR', '5423 ADDERLEY AV']",0.8461538461538461,83,tier_1,"LLC entity (high investor probability); Large portfolio (13 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
HPA III ACQUISITIONS 1 LLC,12,2976100.0,120 S RIVERSIDE PLAZA SUITE 2000,PO BOX 4900,llc,True,True,False,True,large,True,"['1320 SEYMOUR AV', '2706 MAYWOOD DR', '1776 LARKWOOD PL', '5414 PALADIM RD', '2621 WEYBURN RD']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (12 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
NELLAI ONE HOMES LLC,12,3398500.0,2246 S HAMILTON RD STE 101,2246 S HAMILTON RD STE 101,llc,True,True,False,True,large,True,"['363 379 N ROOSEVELT AV', '2378 2382 NEIL AV', '1311 ORCHARD PARK DR', '1313 ORCHARD PARK DR', '1315 ORCHARD PARK DR']",0.9166666666666666,81,tier_1,"LLC entity (high investor probability); Large portfolio (12 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
GREEN HORSE GROUP LLC,12,2521900.0,6545 MARKET AV N STE 100,PO BOX 30892,llc,True,True,False,True,large,True,"['724 LINWOOD AV', '1004 LINWOOD AV', '882 E LIVINGSTON AV', '827 S TWENTY SECOND ST', '872 E LIVINGSTON AV']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (12 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
KFC US PROPERTIES INC,12,4258000.0,PO BOX 35370,3304 ESSEX DR,corporation,True,True,True,False,large,True,"['1671 DUBLIN GRANVILLE RD', '688 E FIFTH AV', '1990 E MAIN ST', '711 BETHEL RD', '3414 SULLIVANT AV']",1.0,80,tier_1,"Corporation (likely investor); Large portfolio (12 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
HOTZ PROPERTIES LLC,11,1833200.0,6605 LONGSHORE ST STE 240 # 352,PO BOX 9202,llc,True,True,False,True,large,True,"['4950 DUNLAP RD', '1421 S WEYANT AV', '2207 E FENTON ST', '5043 TEDDY DR', '657 JOYFUL ST']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
JRM RENTALS LLC,11,1493300.0,PO BOX 30382,PO BOX 30382,llc,True,True,True,False,large,True,"['336 NASHOBA AV', '2159 WILLAMONT AV', '2143 WOODWARD AV', '1634 HUDSON ST', '4971 FOLGER DR']",0.8181818181818182,83,tier_1,"LLC entity (high investor probability); Large portfolio (11 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
GCH RENTALS LLC,10,1485500.0,PO BOX 123,PO BOX 9202,llc,True,True,True,False,large,True,"['101 N ROYS AV', '105 N BRINKER AV', '586 S OGDEN AV', '825 S HAGUE AV', '763 S HAGUE AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
GCH HOMES LLC,10,1710300.0,PO BOX 123,PO BOX 9202,llc,True,True,True,False,large,True,"['1306 OAKLAND PARK AV', '1393 FOURTH ST', '285 JOSEPHINE AV', '213 N KELLNER RD', '3111 DRESDEN ST']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
FITZGERALD HOMES LLC,10,406000.0,PO BOX 188,PO BOX 9202,llc,True,True,True,False,large,True,"['792 E MOUND ST', '794 E MOUND ST', '796 E MOUND ST', '798 E MOUND ST', '800 E MOUND ST']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
ONE 1301 HOLDINGS LLC,10,178700.0,850 TWIN RIVERS DR PO BOX 2018,PO BOX 2018,llc,True,True,True,False,large,True,"['0 OLMSTEAD AV', '1018 SHOEMAKER AV', '0 HANLEY ST', '0 ST CLAIR AV', '432 HAMILTON AV']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
TRUE NORTH PROPERTY OWNER C LLC,10,2381800.0,PO BOX 4090,1134 W HUBBARD ST FL3,llc,True,True,True,False,large,True,"['1512 BERKHARD DR', '3221 PAYDAY LN', '3341 PAYDAY LN', '2620 SPARROW HILL DR', '4880 GRIMM DR']",1.0,83,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
PACIFIC COAST CAPITAL INVESTORS LLC,10,2559900.0,1575 BAYSHORE HIGHWAY SUITE 100,1575 BAYSHORE HWY STE 100,llc,True,True,False,True,large,True,"['1250 LOCKHURST AV', '0 LOCKHURST RD', '1212 LOCKHURST RD', '1220 LOCKHURST RD', '1224 LOCKHURST RD']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
REX RESIDENTIAL PROPERTY OWNER A LLC,10,1631600.0,3500  PARK CENTER DR STE 100,16220 N SCOTTSDALE RD STE 650,llc,True,True,False,True,large,True,"['1587 BASIL DR', '4710 ROBINHOOD PK', '1818 NEWFIELD RD', '3763 E AMWELL RD', '1804 WYTON CT']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
KSI REALTY GROUP LLC,10,1049400.0,1820 NORTHWEST BLVD STE 200,5338 STOCKTON CT,llc,True,True,False,True,large,True,"['463 E GATES ST', '465 E GATES ST', '467 E GATES ST', '469 E GATES ST', '471 E GATES ST']",1.0,81,tier_1,"LLC entity (high investor probability); Large portfolio (10 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
