owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
FINN EQUITY LLC,4,17200.0,4120 KENNY RD,4120 KENNY RD,llc,True,False,False,False,small,True,"['0 N ALGONQUIN AV', '0 N ALGONQUIN AV', '0 N ALGONQUIN AV', '183 N ALGONQUIN AV']",0.0,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
COLUMBUS CASH FLOW LLC,4,611600.0,1491 POLARIS PKWY,1015 E BROAD ST STE 200,llc,True,False,False,False,small,True,"['622 RHOADS AV', '2230 N FOURTH ST', '1080 S JAMES RD', '3103 BROWNLEE AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
APEX INVESTMENTS LP,4,922800.0,285 S LIBERTY ST,285 S LIBERTY ST,partnership,True,True,False,False,small,True,"['1461 HILDRETH AV', '2547 2549 PARKWOOD AV', '84 86 E TOMPKINS ST', '1931 QUEENSBRIDGE DR']",0.5,48,tier_3,"Partnership (likely investor); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
HARRIS ANGELA E TR,4,695400.0,P.O BOX 30,PO BOX 30,trust,True,False,True,False,small,True,"['5451 REFUGEE RD', '5366 ADDERLEY AV', '4974 SILVERTON DR', '4869 WARMINSTER DR']",1.0,51,tier_3,Trust entity (possible investor); Small portfolio (4 properties); 80%+ properties are absentee-owned; PO Box address,Possible Investor - Worth contacting
WHITE CASTLE SYSTEM INC,4,3111700.0,555 W GOODALE ST,PO BOX 1498,corporation,True,False,False,False,small,True,"['801 E FIFTH AV', '1111 S HIGH ST', '4525 KENNY RD', '1080 S HAMILTON RD']",1.0,54,tier_3,Corporation (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BRILLIANT SUNSHINE LLC,4,867300.0,3019 INDIANOLA AVE STE 100,"3019 INDIANOLA AVE, STE 100",llc,True,False,False,True,small,True,"['5995 ENDICOTT RD', '1337 N TIVERTON SQ', '6406 DALEWOOD RD', '1364 S CARDWELL SQ']",0.5,46,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
SAFIA ENTERPRISE INC,4,427800.0,P O BOX 29412,PO BOX 29412,corporation,True,False,False,False,small,True,"['3163 E MAIN ST', '3143 E MAIN ST', '3153 E MAIN ST', '0 ASHBURTON RD']",1.0,54,tier_3,Corporation (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
SOLID GROUP LLC,4,670300.0,986 MORSE RD,986 MORSE RD,llc,True,True,False,False,small,True,"['1559 MCKINLEY AV', '495 S NELSON RD', '563 HOLTZMAN AV', '571 HOLTZMAN AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
GOLD TREE VENTURES LLC,4,613900.0,3947 FRONT ST,3947 FRONT ST,llc,True,True,False,False,small,True,"['1835 1837 MOOBERRY ST', '1843 1845 MOOBERRY ST', '193 195 WHITETHORNE AV', '2777 THORNDALE AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
LULET PROPERTIES LLC,4,245800.0,1098 LEXINGTON AVE,772 E STARR AVE,llc,True,True,False,False,small,True,"['772 E STARR AV', '3098 E THIRTEENTH AV', '465 YEARLING RD', '445 HIGHLAND AV']",0.5,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
LEXIROSE OLDE TOWNE LLC,4,663100.0,1411 E MAIN STREET,1411 E MAIN ST,llc,True,False,False,False,small,True,"['111 S CHAMPION AV', '1594 FRANKLIN AV', '1784 BRYDEN RD', '280 286 S CHAMPION AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
DB ADVENTURES LLC,4,476000.0,5136 RESERVE DR,5136 RESERVE DR,llc,True,False,False,False,small,True,"['2083 W CASE RD', '2085 W CASE RD', '2087 W CASE RD', '2089 W CASE RD']",0.0,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
JAY JAN W Y TR,4,1523500.0,3728 SW BEAVERTON AVE,1221 GRANDVIEW AVE,trust,True,False,False,False,small,True,"['53 61 ARCADIA AV', '4655 SANDY LANE RD', '205 CRESTVIEW RD', '784 S BROADLEIGH RD']",1.0,45,tier_3,Trust entity (possible investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
AJ REALTY GROUP LLC,4,751400.0,2928 WESTERVILLE ROAD,2928 WESTERVILLE RD,llc,True,True,False,False,small,True,"['2930 WESTERVILLE RD', '0 WESTERVILLE RD', '2934 WESTERVILLE RD', '2033 EDDYSTONE AV']",0.25,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
AIRPORT PLAZA LTD,4,4951800.0,3016 MARYLAND AV,2727 LBJ FREEWAY   STE 806,partnership,True,False,False,False,small,True,"['671 - 697 JAMES RD', '701 711 SEVENTH AV', '641 667 N JAMES RD', '717 747 JAMES RD']",1.0,53,tier_3,Partnership (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BSFR II OWNER 1 LLC,4,902000.0,PO BOX 4900,PO BOX 4900,llc,True,False,True,False,small,True,"['882 BELFORD AV', '3498 HALPERN ST', '3991 BRIARBUSH DR', '3434 BUFFORD CT']",0.5,48,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); PO Box address,Possible Investor - Worth contacting
PHALANX PROPERTIES LLC,4,684700.0,828 SYCAMORE RIDGE CT,828 SYCAMORE RIDGE CT,llc,True,True,False,False,small,True,"['542 FREBIS AV', '137 WOODROW AV', '1941 1943 HOLBURN AV', '1803 NASON AV']",0.5,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
DJ ASSET MANAGEMENT LLC,4,668200.0,6015 DILEY RD,6015 DILEY RD,llc,True,False,False,False,small,True,"['491 NAPOLEON AV', '497 NAPOLEON AV', '5881 5883 LITTLE BROOK WY', '4911 DEXTER CT']",0.25,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
V & N INVESTMENTS LTD,4,1004600.0,854 S SPRING RD,854 S SPRING RD,partnership,True,True,False,False,small,True,"['4645 SANDY LANE RD', '2778 2780 BLOSSOM AV', '2734 2736 BLOSSOM AV', '4856 4860 BRISTON DR']",0.5,48,tier_3,"Partnership (likely investor); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
BROAD TERRACE LLC,4,1435700.0,3016 MARYLAND AVE,3455 E BROAD ST,llc,True,False,False,False,small,True,"['0 BROAD MEADOWS BL', '200 BROAD MEADOWS BL', '0 BROAD MEADOWS BL', '0 BROAD MEADOWS BL']",0.75,53,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 50%+ properties are absentee-owned,Possible Investor - Worth contacting
HALDOO PROPERTIES LLC,4,671200.0,3503 COLCHESTER RD,3503 COLCHESTER RD,llc,True,True,False,False,small,True,"['763 DAWSON AV', '1178 1180 TWENTY SIXTH AV', '0 N DAWSON AV', '1168 1170 TWENTYSIXTH AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
GEM PROPERTIES COLUMBUS LLC,4,255100.0,PO BOX 8036,PO BOX 8036,llc,True,True,True,False,small,True,"['941 MILLER AV', '0 S TWENTY SECOND ST', '3180 E ASTOR AV', '0 ASTOR AV']",0.5,58,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
ALTO ASSET COMPANY 4 LLC,4,668400.0,5001 PLAZA ON THE LAKE STE 200,16220 N SCOTTSDALE RD STE 650,corporation,True,False,False,True,small,True,"['2120 TONI ST', '4793 CARBONDALE DR', '3914 W IVORTON RD', '2775 FLEET RD']",1.0,58,tier_3,Corporation (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Possible Investor - Worth contacting
RARA 1 LLC,4,334900.0,3982 POWELL RD STE 234,3982 POWELL RD,llc,True,False,False,True,small,True,"['1705 WEBER RD', '2153 CLEVELAND AV', '0 E HARVARD AV', '1462 E HARVARD AV']",0.25,46,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
SAE INVESTMENTS LLC,4,299600.0,448 MOSS CT,448 MOSS CT,llc,True,True,False,False,small,True,"['1242 W WOODBROOK C CR', '1242 S WOODBROOK D CR', '1242 WOODBROOK F CR', '1159 WOODBROOK LN']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
DRCDG LLC,4,264900.0,1623-A CASS LAKE RD,556 BLACK OAKS TRL,llc,True,False,False,False,small,True,"['2169 S HIGH ST', '2175 S HIGH ST', '0 S HIGH ST', '2183 S HIGH ST']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BSC COLUMBUS LLC,4,445500.0,835 N CASSADY AVE,PO BOX 717,llc,True,False,False,False,small,True,"['0 N CASSADY AV', '0 N CASSADY AV', '835 N CASSADY AV', '835 N CASSADY AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
OSERS BROAD STREET LLC,4,17999800.0,45 N FOOURTH ST,300 E BROAD ST STE 100,llc,True,False,False,False,small,True,"['300 E BROAD ST', '340 E BROAD ST', '0 GRANT AV', '0 GRANT AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
SHANNON MILDRED R TR,4,845700.0,419 DUNEDIN RD,249 W SOUTH ST,trust,True,False,False,False,small,True,"['6187 6189 AMBLESIDE DR', '6183 6185 AMBLESIDE DR', '6188 SUNDERLAND DR', '6200 SUNDERLAND DR']",1.0,45,tier_3,Trust entity (possible investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ANL II ENTERPRISES LLC,4,242600.0,3329 BEAGLE BLVD,PO BOX 355,llc,True,False,False,False,small,True,"['545 551 BARNETT RD', '555 561 BARNETT RD', '0 BARNETT RD', '0 BARNETT RD']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
FOSNAUGH MICHAEL TR,4,369900.0,5617 SANDALWOOD BLVD,8189 SHADY MAPLE DR,trust,True,False,False,False,small,True,"['1386 TWENTY-SECOND AV', '2829 N HIAWATHA ST', '2767 N HIAWATHA ST', '2781 PONTIAC ST']",1.0,45,tier_3,Trust entity (possible investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LANDSEL GROUP LLC,4,724200.0,1466 NORTHWEST BLVD,1466 NORTHWEST BLVD,llc,True,True,False,False,small,True,"['5274 CAPTAINS CT', '5260 CAPTAINS CT', '5208 DIERKER RD', '4936 POSTLEWAITE RD']",0.25,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
222 E 11TH LLC,4,298700.0,130 S COLUMBIA AVE,222 E 11TH AVE,llc,True,False,False,False,small,True,"['226 E ELEVENTH AV', '222 E ELEVENTH AV', '232 E ELEVENTH AV', '0 E ELEVENTH AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ANNEX AT RIVER SOUTH LTD,4,18495100.0,230 WEST ST STE 200,230 WEST ST STE 200,partnership,True,False,False,True,small,True,"['0 W TOWN ST', '53 W TOWN ST', '210 S FRONT ST', '0 W TOWN ST']",0.0,42,tier_3,Partnership (likely investor); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
ROYAL JAMES PLAZA OWNER LLC,4,1833600.0,3016 MARYLAND AVE,PO BOX 9202,llc,True,False,False,False,small,True,"['1139 JAMES RD', '0 JAMES RD', '1127 JAMES RD', '1113 JAMES RD']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
RULE OF 3 LLC,4,875200.0,83 E COMO AVE,PO BOX 9202,llc,True,False,False,False,small,True,"['777 779 ANN ST', '596 W SECOND AV', '336 E TULANE RD', '1872 STELZER RD']",0.75,53,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 50%+ properties are absentee-owned,Possible Investor - Worth contacting
YEK EQUITY LLC,4,580900.0,967A S HIGH ST,PO BOX 9202,llc,True,False,False,False,small,True,"['972 S HAMPTON RD', '2799 PAMELLA DR', '2775 KEY PL', '4925 MEADOWBROOK DR']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
TURATECH LLC,4,1446800.0,3001 HACKBERRY RD,PO BOX 9202,llc,True,False,False,False,small,True,"['1077 MT PLEASANT AV', '1036 HIGHLAND ST', '343 W FIRST AV', '1081 MT PLEASANT AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MEADOWOOD GARDENS LP,4,1874200.0,999 WATERSIDE DR STE 2300,PO BOX 9202,partnership,True,False,False,True,small,True,"['0 WILSON RD', '1241 1257 WARBLE DR', '3647 3697 FOSSIL DR', '1248 WARBLE DR']",1.0,57,tier_3,Partnership (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Possible Investor - Worth contacting
447 E 18TH LLC,4,1823300.0,1390 INDIANOLA AVE,1390 INDIANOLA AVE,llc,True,False,False,False,small,True,"['455 E EIGHTEENTH AV', '0 E EIGHTEENTH AV', '1445 1447 HAMLET ST', '447 E EIGHTEENTH AV']",0.25,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
HIGH & WALL LTD,4,436400.0,536 S WALL ST STE 300,536 S WALL ST STE 300,partnership,True,False,False,True,small,True,"['0 S HIGH ST', '527 S HIGH ST', '515 519 S HIGH ST', '527 S HIGH ST']",0.0,42,tier_3,Partnership (likely investor); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
CAP CITY EQUITIES LLC,4,438300.0,4608 INDIANOLA AVE STE-B,PO BOX 82560,llc,True,False,False,False,small,True,"['1442 1454 E N BROADWAY', '4646 N FOURTH ST', '0 N FOURTH ST', '1434 1436 E NORTH BROADWAY']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
THE ROOSEVELT GROUP LLC,4,195700.0,90 E COLLEGE AVE,90 E COLLEGE AVE,llc,True,True,False,False,small,True,"['0 HAGUE AV', '0 HAGUE AV', '1229 1231 N HAGUE AV', '0 HAGUE AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
PINETREE VILLAGE LLC,4,5082200.0,379 GLENBROOK DR,PO BOX 9202,llc,True,False,False,False,small,True,"['3200 BARNETT RD', '3228 BARNETT RD', '1789 1795 LIS LN', '3170 MELISSA PL']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HIGH FLYING 27-33 LLC,4,476000.0,5336 FIREBUSH LANE,5336 FIREBUSH LN,llc,True,False,False,False,small,True,"['2127 W CASE RD', '2129 W CASE RD', '2131 W CASE RD', '2133 W CASE RD']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HIGH FLYING 71-77 LLC,4,476000.0,5336 FIREBUSH LN,5336 FIREBUSH LN,llc,True,False,False,False,small,True,"['2071 W CASE RD', '2073 W CASE RD', '2075 W CASE RD', '2077 W CASE RD']",0.0,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
THE PACKARD IN MARBLE CLIFF LLC,4,1589500.0,3300 RIVERSIDE DR,PO BOX 333,llc,True,False,False,False,small,True,"['2015 W FIFTH AV', '2015 W FIFTH AV STE 110', '2015 W FIFTH AV STE 107', '2015 W FIFTH AV STE 213']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BOBJAN PROPERTIES LLC,4,532100.0,580 S HIGH ST STE 130,580 S HIGH ST STE 130,llc,True,True,False,True,small,True,"['0 THOMAS AV', '978 THOMAS AV', '0 SUNBURY RD', '1141 1147 N PARKWAY AV']",0.0,56,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
THE FAIRWOOD REAL ESTATE COMPANY LLC,4,3797300.0,2141 FAIRWOOD AVE,2141 FAIRWOOD AVE,corporation,True,True,False,False,small,True,"['0 REFUGEE RD', '2141 FAIRWOOD AV', '0 FAIRWOOD AV', '0 FAIRWOOD AV']",0.0,49,tier_3,"Corporation (likely investor); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
COVES AT COLUMBUS LLC,4,862700.0,1122 CAMBRIDGE BLVD,1122 CAMBRIDGE BLVD,llc,True,False,False,False,small,True,"['5750 ARBORWOOD CT', '5741 5745 ARBORWOOD CT', '5830 ARBORWOOD DR', '5824 ARBORWOOD DR']",0.0,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
THE HOME TEAM OF COLUMBUS LLC,4,570200.0,4694 PARKMOOR DR,PO BOX 9202,llc,True,False,False,False,small,True,"['3084 CLERMONT RD', '4502 ARAGON AV', '116 ZIEGLER AV', '215 STOCKBRIDGE RD']",0.5,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
LORETTA-REPUBLIC LLC,4,433300.0,1259 E HUDSON ST,150 ASHAROKEN AVE,llc,True,False,False,False,small,True,"['1045 1047 LORETTA AV', '1040 1042 LORETTA AV', '1056 1058 LORETTA AV', '1051 1053 REPUBLIC AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HIGH FLYING 93-99 LLC,4,476000.0,5336 FIREBUSH LN,5336 FIREBUSH LN,llc,True,False,False,False,small,True,"['2093 W CASE RD', '2095 W CASE RD', '2097 W CASE RD', '2099 W CASE RD']",0.0,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
WAYNE SMITH PROPERTIES LLC,4,485900.0,3287 FISHER RD,3287 FISHER RD,llc,True,True,False,False,small,True,"['850 THOMAS AV', '955 SULLIVANT AV', '73 RODGERS AV', '680 682 WHEATLAND AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
DRTMG LLC,4,1308100.0,5254 RIDGE AVE,PO BOX 9202,llc,True,False,False,False,small,True,"['1465 LOCKBOURNE RD', '2544 2550 ADAMS AV', '98 JAMES RD', '296 CHASE RD']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KIAN RUN PROPERTIES LTD,4,489200.0,2837 SHELLY DR,2837 SHELLY DR,partnership,True,True,False,False,small,True,"['159 PHELPS RD', '2707 SHELLY DR', '2742 DOLBY DR', '2681 SHELLY DR']",0.0,48,tier_3,"Partnership (likely investor); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
AREC 13 LLC,4,2665600.0,2727 N CENTRAL AVE,PO BOX 29046,llc,True,False,False,False,small,True,"['0 E FIFTH AV', '0 E FIFTH AV', '1314 E FIFTH AV', '1314 E FIFTH AV']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
G & F QOZB LLC,4,735900.0,906 E BROAD ST,1349 FAIR AVE,llc,True,False,False,False,small,True,"['761 E MAIN ST', '325 TAYLOR AV', '97 99 N MIAMI AV', '775 - 777 MCALLISTER AV']",0.25,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
JDW MANAGEMENT LLC,4,731900.0,463 PLANKTON PL,463 PLANKTON PL,llc,True,False,False,False,small,True,"['1914 WOODETTE RD', '4893 DOWNING DR', '5864 HALLRIDGE CR', '463 PLANKTON PL']",0.25,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
SOUTH GERMAN VILLAGE LIMITED LIABILITY COMPANY,4,426200.0,1763 S HIGH ST,PO BOX 32185,corporation,True,False,False,False,small,True,"['470 E MORRILL AV', '955 S TWENTY SECOND ST', '472 474 E MORRILL AV', '0 ARBOR RD']",1.0,54,tier_3,Corporation (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
FAITH TABERNACLE INC,4,603300.0,1783 23RD AVE,1783 E 23RD AVE,corporation,True,False,False,False,small,True,"['0 DELBERT RD', '1767 E TWENTY THIRD AV', '1783 E TWENTY THIRD AV', '1807 TWENTY THIRD AV']",1.0,54,tier_3,Corporation (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ROUTT PROPERTIES LLC,4,1242300.0,3540 PEACHBLOW RD,3540 PEACHBLOW RD,llc,True,True,False,False,small,True,"['4897 4899 SOLAR DR', '4900 4902 FULLER DR', '228 230 CLINTON HEIGHTS AV', '197 LELAND AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
QUECK GERHART A TR,4,1433000.0,136 GRANDVIEW BLVD,2098 IUKA AVE,trust,True,False,False,False,small,True,"['2098 IUKA AV', '1627 1629 SUMMIT ST', '40 E NORTHWOOD AV', '70 E NORTHWOOD AV']",0.75,41,tier_3,Trust entity (possible investor); Small portfolio (4 properties); 50%+ properties are absentee-owned,Possible Investor - Worth contacting
ZUPNICK JOEL TR,4,457200.0,14400 METCALF AVE C/O PROPERTY VALUATION SERVICES,130 RUTLEDGE ST,trust,True,False,False,False,small,True,"['730 TAYLOR AV', '0 TAYLOR AV', '718 TAYLOR AV', '0 PARKWOOD AV']",1.0,45,tier_3,Trust entity (possible investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
DANA GROUP LLC,4,223300.0,2729 KANTIAN DR,2729 KANTIAN DR,llc,True,True,False,False,small,True,"['4500 CLEVELAND AV', '0 CLEVELAND AV', '4496 CLEVELAND AV', '0 BROOKLYN RD']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
KIDWELLS ON-SITE MOBILE SERVICE LLC,4,6000.0,888 CLEVELAND AVE,888 CLEVELAND AVE,llc,True,False,False,False,small,True,"['878 CLEVELAND AV', '888 CLEVELAND AV', '0 CLEVELAND AV', '0 CLEVELAND AV']",0.0,42,tier_3,LLC entity (high investor probability); Small portfolio (4 properties),Possible Investor - Worth contacting
COLUMBUS HOUSING PARTNERSHIP INC,4,581000.0,562 E MAIN ST,3443 AGLER RD,partnership,True,False,False,False,small,True,"['0 KEY WEST AV', '0 PURITAN AV', '0 FRAMINGHAM CR', '0 ETNA RD']",0.75,48,tier_3,Partnership (likely investor); Small portfolio (4 properties); 50%+ properties are absentee-owned,Possible Investor - Worth contacting
G BITONI HOLDING COMPANY LLC,4,400400.0,22 E HUDSON ST,22 E HUDSON ST,corporation,True,True,False,False,small,True,"['2533 SANDBURY BL', '2535 SANDBURY BL', '2537 SANDBURY BL', '2539 SANDBURY BL']",0.0,49,tier_3,"Corporation (likely investor); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
BAILEY INVESTMENT PROPERTIES LLC,4,578200.0,241 RED TAIL DR,241 RED TAIL DR,llc,True,True,False,False,small,True,"['1154 1156 OREGON AV', '0 OREGON AV', '987 989 OREGON AV', '150 156 LUNDY ST']",0.5,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
PIPER FAMILY LP,4,832500.0,751 NORTHWEST BLVD STE 300,751 NORTHWEST BLVD STE 300,partnership,True,False,False,True,small,True,"['1285 DEER LAKE CT', '1293 DEER LAKE CT', '1301 DEER LAKE CT', '1288 DEER LAKE CT']",0.0,42,tier_3,Partnership (likely investor); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
CP SPRING FOURTH & TOWN STREET LP,4,722900.0,,250 W COURT ST STE 200E,partnership,True,False,False,False,small,True,"['370 E TOWN ST', '178 N FOURTH ST', '189 E SPRING ST', '201 E SPRING ST']",1.0,53,tier_3,Partnership (likely investor); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
CP-329 S FRONT STREET LLC,4,1324000.0,250 W COURT ST STE 200E,250 W COURT ST STE 200E,llc,True,False,False,True,small,True,"['0 S FRONT ST', '0 S FRONT ST', '0 S FRONT ST', '329 S FRONT ST']",0.0,46,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
CPS INVESTMENT PROPERTIES LLC,4,1486100.0,1066 N HIGH ST,1066 N HIGH ST,llc,True,True,False,False,small,True,"['1411 1413 PENNSYLVANIA AV', '329 TWENTIETH AV', '2300 INDIANOLA AV', '1758 KING AV']",0.0,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
KEEPING UP LLC,4,1248700.0,5661 VICTORYVIEW LN,PO BOX 9202,llc,True,False,False,False,small,True,"['128 130 E DUNCAN ST', '140 142 W CALIFORNIA AV', '446 CHATHAM RD', '2434 WOODSTOCK RD']",1.0,57,tier_3,LLC entity (high investor probability); Small portfolio (4 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
K AND K REHAB AND RENTALS LLC,4,662400.0,1977 SULLIVANT AVE,1977 SULLIVANT AVE,llc,True,True,False,False,small,True,"['1975 SULLIVANT AV', '1969 SULLIVANT AV', '1963 SULLIVANT AV', '1959 SULLIVANT AV']",0.5,52,tier_3,"LLC entity (high investor probability); Small portfolio (4 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
TAKI OUTI INC,4,508000.0,1620 E BROAD ST UNIT#803,1620 E BROAD ST APT 803,corporation,True,False,False,True,small,True,"['31 SCHULTZ AV', '3043 CLAIRPOINT WY', '433 S HAMILTON RD', '2965 WINCHESTER PI']",0.25,43,tier_3,Corporation (likely investor); Small portfolio (4 properties); Business address (suite/floor),Possible Investor - Worth contacting
